combo,EA,HSINK,KAPPA,regime,step,J,V,Tmax,converged
20,12.71,2,0.02,NDR-fold,36,4.31667,0.161473,1.34851,1
20,12.71,2,0.02,NDR-fold,37,4.43333,0.159676,1.35395,1
20,12.71,2,0.02,NDR-fold,38,4.55,0.157933,1.3593,1
20,12.71,2,0.02,NDR-fold,39,4.66667,0.156241,1.36456,1
20,12.71,2,0.02,NDR-fold,40,4.78333,0.154598,1.36975,1
20,12.71,2,0.02,NDR-fold,41,4.9,0.153001,1.37485,1
20,12.71,2,0.02,NDR-fold,42,5.01667,0.151449,1.37989,1
20,12.71,2,0.02,NDR-fold,43,5.13333,0.14994,1.38485,1
20,12.71,2,0.02,NDR-fold,44,5.25,0.148471,1.38974,1
20,12.71,2,0.02,NDR-fold,45,5.36667,0.147042,1.39456,1
20,12.71,2,0.02,NDR-fold,46,5.48333,0.14565,1.39932,1
20,12.71,2,0.02,NDR-fold,47,5.6,0.144294,1.40402,1
20,12.71,2,0.02,NDR-fold,48,5.71667,0.142972,1.40866,1
20,12.71,2,0.02,NDR-fold,49,5.83333,0.141683,1.41324,1
20,12.71,2,0.02,NDR-fold,50,5.95,0.140426,1.41777,1
20,12.71,2,0.02,NDR-fold,51,6.06667,0.1392,1.42224,1
20,12.71,2,0.02,NDR-fold,52,6.18333,0.138002,1.42666,1
20,12.71,2,0.02,NDR-fold,53,6.3,0.136833,1.43102,1
20,12.71,2,0.02,NDR-fold,54,6.41667,0.135691,1.43534,1
20,12.71,2,0.02,NDR-fold,55,6.53333,0.134575,1.43961,1
20,12.71,2,0.02,NDR-fold,56,6.65,0.133485,1.44384,1
20,12.71,2,0.02,NDR-fold,57,6.76667,0.132418,1.44802,1
20,12.71,2,0.02,NDR-fold,58,6.88333,0.131375,1.45215,1
20,12.71,2,0.02,NDR-fold,59,7,0.130355,1.45624,1
21,15.14,2,0.02,NDR-fold,0,0.116667,0.106274,1.0062,1
21,15.14,2,0.02,NDR-fold,1,0.233333,0.172945,1.02018,1
21,15.14,2,0.02,NDR-fold,2,0.35,0.206431,1.03613,1
21,15.14,2,0.02,NDR-fold,3,0.466667,0.221632,1.05171,1
21,15.14,2,0.02,NDR-fold,4,0.583333,0.22742,1.06633,1
21,15.14,2,0.02,NDR-fold,5,0.7,0.228296,1.0799,1
21,15.14,2,0.02,NDR-fold,6,0.816667,0.226555,1.09251,1
21,15.14,2,0.02,NDR-fold,7,0.933333,0.223415,1.10426,1
21,15.14,2,0.02,NDR-fold,8,1.05,0.219544,1.11526,1
21,15.14,2,0.02,NDR-fold,9,1.16667,0.215322,1.1256,1
21,15.14,2,0.02,NDR-fold,10,1.28333,0.210969,1.13537,1
21,15.14,2,0.02,NDR-fold,11,1.4,0.206614,1.14463,1
21,15.14,2,0.02,NDR-fold,12,1.51667,0.202331,1.15343,1
21,15.14,2,0.02,NDR-fold,13,1.63333,0.198165,1.16183,1
21,15.14,2,0.02,NDR-fold,14,1.75,0.194137,1.16987,1
21,15.14,2,0.02,NDR-fold,15,1.86667,0.19026,1.17758,1
21,15.14,2,0.02,NDR-fold,16,1.98333,0.186538,1.18498,1
21,15.14,2,0.02,NDR-fold,17,2.1,0.182969,1.19212,1
21,15.14,2,0.02,NDR-fold,18,2.21667,0.17955,1.199,1
21,15.14,2,0.02,NDR-fold,19,2.33333,0.176276,1.20566,1
21,15.14,2,0.02,NDR-fold,20,2.45,0.17314,1.2121,1
21,15.14,2,0.02,NDR-fold,21,2.56667,0.170135,1.21834,1
21,15.14,2,0.02,NDR-fold,22,2.68333,0.167255,1.2244,1
21,15.14,2,0.02,NDR-fold,23,2.8,0.164494,1.23029,1
21,15.14,2,0.02,NDR-fold,24,2.91667,0.161843,1.23602,1
21,15.14,2,0.02,NDR-fold,25,3.03333,0.159298,1.2416,1
21,15.14,2,0.02,NDR-fold,26,3.15,0.156853,1.24704,1
21,15.14,2,0.02,NDR-fold,27,3.26667,0.154501,1.25235,1
21,15.14,2,0.02,NDR-fold,28,3.38333,0.152238,1.25754,1
21,15.14,2,0.02,NDR-fold,29,3.5,0.150059,1.2626,1
21,15.14,2,0.02,NDR-fold,30,3.61667,0.147958,1.26756,1
21,15.14,2,0.02,NDR-fold,31,3.73333,0.145933,1.27241,1
21,15.14,2,0.02,NDR-fold,32,3.85,0.143978,1.27716,1
21,15.14,2,0.02,NDR-fold,33,3.96667,0.14209,1.28181,1
21,15.14,2,0.02,NDR-fold,34,4.08333,0.140265,1.28638,1
21,15.14,2,0.02,NDR-fold,35,4.2,0.138501,1.29085,1
21,15.14,2,0.02,NDR-fold,36,4.31667,0.136794,1.29525,1
21,15.14,2,0.02,NDR-fold,37,4.43333,0.135141,1.29956,1
21,15.14,2,0.02,NDR-fold,38,4.55,0.13354,1.3038,1
21,15.14,2,0.02,NDR-fold,39,4.66667,0.131988,1.30797,1
21,15.14,2,0.02,NDR-fold,40,4.78333,0.130482,1.31207,1
21,15.14,2,0.02,NDR-fold,41,4.9,0.129021,1.3161,1
21,15.14,2,0.02,NDR-fold,42,5.01667,0.127603,1.32007,1
21,15.14,2,0.02,NDR-fold,43,5.13333,0.126225,1.32398,1
21,15.14,2,0.02,NDR-fold,44,5.25,0.124885,1.32782,1
21,15.14,2,0.02,NDR-fold,45,5.36667,0.123583,1.33161,1
21,15.14,2,0.02,NDR-fold,46,5.48333,0.122316,1.33535,1
21,15.14,2,0.02,NDR-fold,47,5.6,0.121083,1.33903,1
21,15.14,2,0.02,NDR-fold,48,5.71667,0.119882,1.34266,1
21,15.14,2,0.02,NDR-fold,49,5.83333,0.118713,1.34624,1
21,15.14,2,0.02,NDR-fold,50,5.95,0.117573,1.34978,1
21,15.14,2,0.02,NDR-fold,51,6.06667,0.116462,1.35327,1
21,15.14,2,0.02,NDR-fold,52,6.18333,0.115378,1.35671,1
21,15.14,2,0.02,NDR-fold,53,6.3,0.11432,1.36011,1
21,15.14,2,0.02,NDR-fold,54,6.41667,0.113288,1.36347,1
21,15.14,2,0.02,NDR-fold,55,6.53333,0.112281,1.36678,1
21,15.14,2,0.02,NDR-fold,56,6.65,0.111297,1.37006,1
21,15.14,2,0.02,NDR-fold,57,6.76667,0.110335,1.3733,1
21,15.14,2,0.02,NDR-fold,58,6.88333,0.109395,1.3765,1
21,15.14,2,0.02,NDR-fold,59,7,0.108477,1.37967,1
22,17.57,2,0.02,NDR-fold,0,0.116667,0.104847,1.00612,1
22,17.57,2,0.02,NDR-fold,1,0.233333,0.166833,1.01946,1
22,17.57,2,0.02,NDR-fold,2,0.35,0.195637,1.03424,1
22,17.57,2,0.02,NDR-fold,3,0.466667,0.207386,1.04839,1
22,17.57,2,0.02,NDR-fold,4,0.583333,0.210808,1.06149,1
22,17.57,2,0.02,NDR-fold,5,0.7,0.210089,1.07353,1
22,17.57,2,0.02,NDR-fold,6,0.816667,0.207278,1.08464,1
22,17.57,2,0.02,NDR-fold,7,0.933333,0.203425,1.09493,1
22,17.57,2,0.02,NDR-fold,8,1.05,0.199089,1.10452,1
22,17.57,2,0.02,NDR-fold,9,1.16667,0.194574,1.1135,1
22,17.57,2,0.02,NDR-fold,10,1.28333,0.190052,1.12195,1
22,17.57,2,0.02,NDR-fold,11,1.4,0.185616,1.12993,1
22,17.57,2,0.02,NDR-fold,12,1.51667,0.181318,1.1375,1
22,17.57,2,0.02,NDR-fold,13,1.63333,0.177184,1.1447,1
22,17.57,2,0.02,NDR-fold,14,1.75,0.173225,1.15157,1
22,17.57,2,0.02,NDR-fold,15,1.86667,0.169442,1.15815,1
22,17.57,2,0.02,NDR-fold,16,1.98333,0.165833,1.16445,1
22,17.57,2,0.02,NDR-fold,17,2.1,0.162392,1.17051,1
22,17.57,2,0.02,NDR-fold,18,2.21667,0.159111,1.17635,1
22,17.57,2,0.02,NDR-fold,19,2.33333,0.155982,1.18198,1
22,17.57,2,0.02,NDR-fold,20,2.45,0.152996,1.18742,1
22,17.57,2,0.02,NDR-fold,21,2.56667,0.150144,1.19269,1
22,17.57,2,0.02,NDR-fold,22,2.68333,0.14742,1.19779,1
22,17.57,2,0.02,NDR-fold,23,2.8,0.144814,1.20274,1
22,17.57,2,0.02,NDR-fold,24,2.91667,0.14232,1.20755,1
22,17.57,2,0.02,NDR-fold,25,3.03333,0.13993,1.21223,1
22,17.57,2,0.02,NDR-fold,26,3.15,0.137639,1.21678,1
22,17.57,2,0.02,NDR-fold,27,3.26667,0.13544,1.22122,1
22,17.57,2,0.02,NDR-fold,28,3.38333,0.133328,1.22555,1
22,17.57,2,0.02,NDR-fold,29,3.5,0.131298,1.22977,1
22,17.57,2,0.02,NDR-fold,30,3.61667,0.129344,1.2339,1
22,17.57,2,0.02,NDR-fold,31,3.73333,0.127463,1.23793,1
22,17.57,2,0.02,NDR-fold,32,3.85,0.12565,1.24188,1
22,17.57,2,0.02,NDR-fold,33,3.96667,0.123902,1.24574,1
22,17.57,2,0.02,NDR-fold,34,4.08333,0.122214,1.24952,1
22,17.57,2,0.02,NDR-fold,35,4.2,0.120585,1.25323,1
22,17.57,2,0.02,NDR-fold,36,4.31667,0.11901,1.25686,1
22,17.57,2,0.02,NDR-fold,37,4.43333,0.117486,1.26043,1
22,17.57,2,0.02,NDR-fold,38,4.55,0.116012,1.26393,1
22,17.57,2,0.02,NDR-fold,39,4.66667,0.114585,1.26736,1
22,17.57,2,0.02,NDR-fold,40,4.78333,0.113202,1.27074,1
22,17.57,2,0.02,NDR-fold,41,4.9,0.111861,1.27406,1
22,17.57,2,0.02,NDR-fold,42,5.01667,0.11056,1.27732,1
22,17.57,2,0.02,NDR-fold,43,5.13333,0.109298,1.28053,1
22,17.57,2,0.02,NDR-fold,44,5.25,0.108072,1.28369,1
22,17.57,2,0.02,NDR-fold,45,5.36667,0.106881,1.2868,1
22,17.57,2,0.02,NDR-fold,46,5.48333,0.105723,1.28986,1
22,17.57,2,0.02,NDR-fold,47,5.6,0.104597,1.29287,1
22,17.57,2,0.02,NDR-fold,48,5.71667,0.103501,1.29584,1
22,17.57,2,0.02,NDR-fold,49,5.83333,0.102435,1.29877,1
22,17.57,2,0.02,NDR-fold,50,5.95,0.101396,1.30165,1
22,17.57,2,0.02,NDR-fold,51,6.06667,0.100384,1.3045,1
22,17.57,2,0.02,NDR-fold,52,6.18333,0.0993981,1.30731,1
22,17.57,2,0.02,NDR-fold,53,6.3,0.0984365,1.31008,1
22,17.57,2,0.02,NDR-fold,54,6.41667,0.0974986,1.31281,1
22,17.57,2,0.02,NDR-fold,55,6.53333,0.0965835,1.31551,1
22,17.57,2,0.02,NDR-fold,56,6.65,0.0956901,1.31817,1
22,17.57,2,0.02,NDR-fold,57,6.76667,0.0948178,1.3208,1
22,17.57,2,0.02,NDR-fold,58,6.88333,0.0939658,1.3234,1
22,17.57,2,0.02,NDR-fold,59,7,0.0931332,1.32597,1
23,20,2,0.02,NDR-fold,0,0.116667,0.103474,1.00604,1
23,20,2,0.02,NDR-fold,1,0.233333,0.161275,1.01882,1
23,20,2,0.02,NDR-fold,2,0.35,0.186197,1.03258,1
23,20,2,0.02,NDR-fold,3,0.466667,0.195236,1.04556,1
23,20,2,0.02,NDR-fold,4,0.583333,0.196886,1.05743,1
23,20,2,0.02,NDR-fold,5,0.7,0.195026,1.06826,1
23,20,2,0.02,NDR-fold,6,0.816667,0.191488,1.07819,1
23,20,2,0.02,NDR-fold,7,0.933333,0.187182,1.08735,1
23,20,2,0.02,NDR-fold,8,1.05,0.182577,1.09585,1
23,20,2,0.02,NDR-fold,9,1.16667,0.177921,1.10379,1
23,20,2,0.02,NDR-fold,10,1.28333,0.173346,1.11123,1
23,20,2,0.02,NDR-fold,11,1.4,0.168919,1.11824,1
23,20,2,0.02,NDR-fold,12,1.51667,0.164675,1.12488,1
23,20,2,0.02,NDR-fold,13,1.63333,0.160625,1.13118,1
23,20,2,0.02,NDR-fold,14,1.75,0.156773,1.13718,1
23,20,2,0.02,NDR-fold,15,1.86667,0.153113,1.14291,1
23,20,2,0.02,NDR-fold,16,1.98333,0.149637,1.14839,1
23,20,2,0.02,NDR-fold,17,2.1,0.146337,1.15365,1
23,20,2,0.02,NDR-fold,18,2.21667,0.143202,1.15872,1
23,20,2,0.02,NDR-fold,19,2.33333,0.140221,1.16359,1
23,20,2,0.02,NDR-fold,20,2.45,0.137385,1.1683,1
23,20,2,0.02,NDR-fold,21,2.56667,0.134684,1.17284,1
23,20,2,0.02,NDR-fold,22,2.68333,0.132109,1.17725,1
23,20,2,0.02,NDR-fold,23,2.8,0.129651,1.18151,1
23,20,2,0.02,NDR-fold,24,2.91667,0.127303,1.18565,1
23,20,2,0.02,NDR-fold,25,3.03333,0.125058,1.18967,1
23,20,2,0.02,NDR-fold,26,3.15,0.122909,1.19358,1
23,20,2,0.02,NDR-fold,27,3.26667,0.12085,1.19739,1
23,20,2,0.02,NDR-fold,28,3.38333,0.118875,1.2011,1
23,20,2,0.02,NDR-fold,29,3.5,0.116979,1.20471,1
23,20,2,0.02,NDR-fold,30,3.61667,0.115157,1.20824,1
23,20,2,0.02,NDR-fold,31,3.73333,0.113404,1.21169,1
23,20,2,0.02,NDR-fold,32,3.85,0.111717,1.21506,1
23,20,2,0.02,NDR-fold,33,3.96667,0.110093,1.21835,1
23,20,2,0.02,NDR-fold,34,4.08333,0.108526,1.22157,1
23,20,2,0.02,NDR-fold,35,4.2,0.107014,1.22473,1
23,20,2,0.02,NDR-fold,36,4.31667,0.105555,1.22782,1
23,20,2,0.02,NDR-fold,37,4.43333,0.104145,1.23085,1
23,20,2,0.02,NDR-fold,38,4.55,0.102781,1.23383,1
23,20,2,0.02,NDR-fold,39,4.66667,0.101462,1.23674,1
23,20,2,0.02,NDR-fold,40,4.78333,0.100185,1.23961,1
23,20,2,0.02,NDR-fold,41,4.9,0.0989475,1.24242,1
23,20,2,0.02,NDR-fold,42,5.01667,0.0977481,1.24518,1
23,20,2,0.02,NDR-fold,43,5.13333,0.0965848,1.2479,1
23,20,2,0.02,NDR-fold,44,5.25,0.095456,1.25057,1
23,20,2,0.02,NDR-fold,45,5.36667,0.09436,1.2532,1
23,20,2,0.02,NDR-fold,46,5.48333,0.0932952,1.25578,1
23,20,2,0.02,NDR-fold,47,5.6,0.0922604,1.25833,1
23,20,2,0.02,NDR-fold,48,5.71667,0.0912541,1.26083,1
23,20,2,0.02,NDR-fold,49,5.83333,0.0902752,1.2633,1
23,20,2,0.02,NDR-fold,50,5.95,0.0893224,1.26573,1
23,20,2,0.02,NDR-fold,51,6.06667,0.0883947,1.26813,1
23,20,2,0.02,NDR-fold,52,6.18333,0.0874909,1.27049,1
23,20,2,0.02,NDR-fold,53,6.3,0.0866102,1.27282,1
23,20,2,0.02,NDR-fold,54,6.41667,0.0857516,1.27512,1
23,20,2,0.02,NDR-fold,55,6.53333,0.0849142,1.27739,1
23,20,2,0.02,NDR-fold,56,6.65,0.0840972,1.27962,1
23,20,2,0.02,NDR-fold,57,6.76667,0.0832998,1.28183,1
23,20,2,0.02,NDR-fold,58,6.88333,0.0825212,1.28401,1
23,20,2,0.02,NDR-fold,59,7,0.0817608,1.28616,1
24,3,4,0.02,monotone,0,0.116667,0.115497,1.00337,1
24,3,4,0.02,monotone,1,0.233333,0.22446,1.01309,1
24,3,4,0.02,monotone,2,0.35,0.32235,1.02821,1
24,3,4,0.02,monotone,3,0.466667,0.407292,1.04752,1
24,3,4,0.02,monotone,4,0.583333,0.479477,1.06992,1
24,3,4,0.02,monotone,5,0.7,0.540213,1.09454,1
24,3,4,0.02,monotone,6,0.816667,0.591185,1.1207,1
24,3,4,0.02,monotone,7,0.933333,0.63405,1.14795,1
24,3,4,0.02,monotone,8,1.05,0.670271,1.17595,1
24,3,4,0.02,monotone,9,1.16667,0.701071,1.20448,1
24,3,4,0.02,monotone,10,1.28333,0.727446,1.23339,1
24,3,4,0.02,monotone,11,1.4,0.750197,1.26257,1
24,3,4,0.02,monotone,12,1.51667,0.769968,1.29195,1
24,3,4,0.02,monotone,13,1.63333,0.787274,1.32147,1
24,3,4,0.02,monotone,14,1.75,0.802532,1.35111,1
24,3,4,0.02,monotone,15,1.86667,0.816076,1.38084,1
24,3,4,0.02,monotone,16,1.98333,0.82818,1.41064,1
24,3,4,0.02,monotone,17,2.1,0.839066,1.44051,1
24,3,4,0.02,monotone,18,2.21667,0.848918,1.47044,1
24,3,4,0.02,monotone,19,2.33333,0.857888,1.50043,1
24,3,4,0.02,monotone,20,2.45,0.866102,1.53049,1
24,3,4,0.02,monotone,21,2.56667,0.873666,1.5606,1
24,3,4,0.02,monotone,22,2.68333,0.880668,1.59078,1
24,3,4,0.02,monotone,23,2.8,0.887183,1.62103,1
24,3,4,0.02,monotone,24,2.91667,0.893276,1.65135,1
24,3,4,0.02,monotone,25,3.03333,0.899,1.68174,1
24,3,4,0.02,monotone,26,3.15,0.904401,1.71222,1
24,3,4,0.02,monotone,27,3.26667,0.909521,1.74278,1
24,3,4,0.02,monotone,28,3.38333,0.914392,1.77342,1
24,3,4,0.02,monotone,29,3.5,0.919046,1.80417,1
24,3,4,0.02,monotone,30,3.61667,0.923509,1.83501,1
24,3,4,0.02,monotone,31,3.73333,0.927802,1.86595,1
24,3,4,0.02,monotone,32,3.85,0.931946,1.897,1
24,3,4,0.02,monotone,33,3.96667,0.935958,1.92816,1
24,3,4,0.02,monotone,34,4.08333,0.939853,1.95943,1
24,3,4,0.02,monotone,35,4.2,0.943646,1.99083,1
24,3,4,0.02,monotone,36,4.31667,0.947347,2.02235,1
24,3,4,0.02,monotone,37,4.43333,0.950967,2.05399,1
24,3,4,0.02,monotone,38,4.55,0.954517,2.08576,1
24,3,4,0.02,monotone,39,4.66667,0.958003,2.11767,1
24,3,4,0.02,monotone,40,4.78333,0.961435,2.14972,1
24,3,4,0.02,monotone,41,4.9,0.964817,2.1819,1
24,3,4,0.02,monotone,42,5.01667,0.968157,2.21423,1
24,3,4,0.02,monotone,43,5.13333,0.971459,2.24671,1
24,3,4,0.02,monotone,44,5.25,0.974728,2.27933,1
24,3,4,0.02,monotone,45,5.36667,0.97797,2.31211,1
24,3,4,0.02,monotone,46,5.48333,0.981187,2.34504,1
24,3,4,0.02,monotone,47,5.6,0.984382,2.37814,1
24,3,4,0.02,monotone,48,5.71667,0.98756,2.41139,1
24,3,4,0.02,monotone,49,5.83333,0.990724,2.44481,1
24,3,4,0.02,monotone,50,5.95,0.993874,2.47839,1
24,3,4,0.02,monotone,51,6.06667,0.997015,2.51214,1
24,3,4,0.02,monotone,52,6.18333,1.00015,2.54606,1
24,3,4,0.02,monotone,53,6.3,1.00327,2.58016,1
24,3,4,0.02,monotone,54,6.41667,1.0064,2.61443,1
24,3,4,0.02,monotone,55,6.53333,1.00952,2.64888,1
24,3,4,0.02,monotone,56,6.65,1.01264,2.68351,1
24,3,4,0.02,monotone,57,6.76667,1.01575,2.71832,1
24,3,4,0.02,monotone,58,6.88333,1.01887,2.75331,1
24,3,4,0.02,monotone,59,7,1.022,2.7885,1
25,5.429,4,0.02,NDR-fold,0,0.116667,0.114576,1.00334,1
25,5.429,4,0.02,NDR-fold,1,0.233333,0.21796,1.01271,1
25,5.429,4,0.02,NDR-fold,2,0.35,0.304066,1.02661,1
25,5.429,4,0.02,NDR-fold,3,0.466667,0.372282,1.04343,1
25,5.429,4,0.02,NDR-fold,4,0.583333,0.42495,1.06197,1
25,5.429,4,0.02,NDR-fold,5,0.7,0.465181,1.08141,1
25,5.429,4,0.02,NDR-fold,6,0.816667,0.49582,1.10123,1
25,5.429,4,0.02,NDR-fold,7,0.933333,0.51916,1.12114,1
25,5.429,4,0.02,NDR-fold,8,1.05,0.536954,1.14095,1
25,5.429,4,0.02,NDR-fold,9,1.16667,0.550514,1.16057,1
25,5.429,4,0.02,NDR-fold,10,1.28333,0.560821,1.17993,1
25,5.429,4,0.02,NDR-fold,11,1.4,0.568608,1.19901,1
25,5.429,4,0.02,NDR-fold,12,1.51667,0.574427,1.2178,1
25,5.429,4,0.02,NDR-fold,13,1.63333,0.578699,1.2363,1
25,5.429,4,0.02,NDR-fold,14,1.75,0.581745,1.25451,1
25,5.429,4,0.02,NDR-fold,15,1.86667,0.583815,1.27245,1
25,5.429,4,0.02,NDR-fold,16,1.98333,0.585103,1.29011,1
25,5.429,4,0.02,NDR-fold,17,2.1,0.585762,1.30752,1
25,5.429,4,0.02,NDR-fold,18,2.21667,0.585913,1.32469,1
25,5.429,4,0.02,NDR-fold,19,2.33333,0.585654,1.34163,1
25,5.429,4,0.02,NDR-fold,20,2.45,0.585061,1.35835,1
25,5.429,4,0.02,NDR-fold,21,2.56667,0.584199,1.37486,1
25,5.429,4,0.02,NDR-fold,22,2.68333,0.583119,1.39118,1
25,5.429,4,0.02,NDR-fold,23,2.8,0.581861,1.4073,1
25,5.429,4,0.02,NDR-fold,24,2.91667,0.580462,1.42325,1
25,5.429,4,0.02,NDR-fold,25,3.03333,0.578948,1.43904,1
25,5.429,4,0.02,NDR-fold,26,3.15,0.577344,1.45466,1
25,5.429,4,0.02,NDR-fold,27,3.26667,0.575669,1.47013,1
25,5.429,4,0.02,NDR-fold,28,3.38333,0.573939,1.48546,1
25,5.429,4,0.02,NDR-fold,29,3.5,0.572168,1.50065,1
25,5.429,4,0.02,NDR-fold,30,3.61667,0.570367,1.51571,1
25,5.429,4,0.02,NDR-fold,31,3.73333,0.568546,1.53064,1
25,5.429,4,0.02,NDR-fold,32,3.85,0.566711,1.54546,1
25,5.429,4,0.02,NDR-fold,33,3.96667,0.564871,1.56016,1
25,5.429,4,0.02,NDR-fold,34,4.08333,0.563031,1.57476,1
25,5.429,4,0.02,NDR-fold,35,4.2,0.561194,1.58925,1
25,5.429,4,0.02,NDR-fold,36,4.31667,0.559366,1.60365,1
25,5.429,4,0.02,NDR-fold,37,4.43333,0.557549,1.61795,1
25,5.429,4,0.02,NDR-fold,38,4.55,0.555746,1.63216,1
25,5.429,4,0.02,NDR-fold,39,4.66667,0.55396,1.64629,1
25,5.429,4,0.02,NDR-fold,40,4.78333,0.552192,1.66033,1
25,5.429,4,0.02,NDR-fold,41,4.9,0.550444,1.67429,1
25,5.429,4,0.02,NDR-fold,42,5.01667,0.548716,1.68818,1
25,5.429,4,0.02,NDR-fold,43,5.13333,0.547011,1.702,1
25,5.429,4,0.02,NDR-fold,44,5.25,0.545328,1.71574,1
25,5.429,4,0.02,NDR-fold,45,5.36667,0.543669,1.72942,1
25,5.429,4,0.02,NDR-fold,46,5.48333,0.542034,1.74304,1
25,5.429,4,0.02,NDR-fold,47,5.6,0.540422,1.75659,1
25,5.429,4,0.02,NDR-fold,48,5.71667,0.538836,1.77009,1
25,5.429,4,0.02,NDR-fold,49,5.83333,0.537273,1.78352,1
25,5.429,4,0.02,NDR-fold,50,5.95,0.535735,1.79691,1
25,5.429,4,0.02,NDR-fold,51,6.06667,0.534222,1.81024,1
25,5.429,4,0.02,NDR-fold,52,6.18333,0.532733,1.82352,1
25,5.429,4,0.02,NDR-fold,53,6.3,0.531269,1.83675,1
25,5.429,4,0.02,NDR-fold,54,6.41667,0.529828,1.84993,1
25,5.429,4,0.02,NDR-fold,55,6.53333,0.528411,1.86307,1
25,5.429,4,0.02,NDR-fold,56,6.65,0.527019,1.87617,1
25,5.429,4,0.02,NDR-fold,57,6.76667,0.525649,1.88922,1
25,5.429,4,0.02,NDR-fold,58,6.88333,0.524303,1.90224,1
25,5.429,4,0.02,NDR-fold,59,7,0.522979,1.91521,1
26,7.857,4,0.02,NDR-fold,0,0.116667,0.113676,1.00332,1
26,7.857,4,0.02,NDR-fold,1,0.233333,0.211981,1.01237,1
26,7.857,4,0.02,NDR-fold,2,0.35,0.288446,1.02524,1
26,7.857,4,0.02,NDR-fold,3,0.466667,0.344482,1.04019,1
26,7.857,4,0.02,NDR-fold,4,0.583333,0.384399,1.05606,1
26,7.857,4,0.02,NDR-fold,5,0.7,0.412457,1.07218,1
26,7.857,4,0.02,NDR-fold,6,0.816667,0.431993,1.0882,1
26,7.857,4,0.02,NDR-fold,7,0.933333,0.445426,1.10393,1
26,7.857,4,0.02,NDR-fold,8,1.05,0.454463,1.1193,1
26,7.857,4,0.02,NDR-fold,9,1.16667,0.460307,1.13426,1
26,7.857,4,0.02,NDR-fold,10,1.28333,0.46381,1.14881,1
26,7.857,4,0.02,NDR-fold,11,1.4,0.46558,1.16295,1
26,7.857,4,0.02,NDR-fold,12,1.51667,0.46606,1.17671,1
26,7.857,4,0.02,NDR-fold,13,1.63333,0.465574,1.19011,1
26,7.857,4,0.02,NDR-fold,14,1.75,0.464361,1.20316,1
26,7.857,4,0.02,NDR-fold,15,1.86667,0.462602,1.21588,1
26,7.857,4,0.02,NDR-fold,16,1.98333,0.460432,1.2283,1
26,7.857,4,0.02,NDR-fold,17,2.1,0.457956,1.24043,1
26,7.857,4,0.02,NDR-fold,18,2.21667,0.455254,1.25229,1
26,7.857,4,0.02,NDR-fold,19,2.33333,0.452386,1.26389,1
26,7.857,4,0.02,NDR-fold,20,2.45,0.449401,1.27526,1
26,7.857,4,0.02,NDR-fold,21,2.56667,0.446337,1.2864,1
26,7.857,4,0.02,NDR-fold,22,2.68333,0.443223,1.29733,1
26,7.857,4,0.02,NDR-fold,23,2.8,0.440081,1.30806,1
26,7.857,4,0.02,NDR-fold,24,2.91667,0.436931,1.3186,1
26,7.857,4,0.02,NDR-fold,25,3.03333,0.433786,1.32895,1
26,7.857,4,0.02,NDR-fold,26,3.15,0.430657,1.33914,1
26,7.857,4,0.02,NDR-fold,27,3.26667,0.427553,1.34917,1
26,7.857,4,0.02,NDR-fold,28,3.38333,0.424481,1.35904,1
26,7.857,4,0.02,NDR-fold,29,3.5,0.421446,1.36876,1
26,7.857,4,0.02,NDR-fold,30,3.61667,0.418452,1.37835,1
26,7.857,4,0.02,NDR-fold,31,3.73333,0.415502,1.3878,1
26,7.857,4,0.02,NDR-fold,32,3.85,0.412599,1.39713,1
26,7.857,4,0.02,NDR-fold,33,3.96667,0.409743,1.40633,1
26,7.857,4,0.02,NDR-fold,34,4.08333,0.406936,1.41541,1
26,7.857,4,0.02,NDR-fold,35,4.2,0.404178,1.42439,1
26,7.857,4,0.02,NDR-fold,36,4.31667,0.40147,1.43325,1
26,7.857,4,0.02,NDR-fold,37,4.43333,0.398811,1.44202,1
26,7.857,4,0.02,NDR-fold,38,4.55,0.396201,1.45068,1
26,7.857,4,0.02,NDR-fold,39,4.66667,0.393641,1.45925,1
26,7.857,4,0.02,NDR-fold,40,4.78333,0.391128,1.46772,1
26,7.857,4,0.02,NDR-fold,41,4.9,0.388663,1.47611,1
26,7.857,4,0.02,NDR-fold,42,5.01667,0.386244,1.48441,1
26,7.857,4,0.02,NDR-fold,43,5.13333,0.383872,1.49264,1
26,7.857,4,0.02,NDR-fold,44,5.25,0.381544,1.50078,1
26,7.857,4,0.02,NDR-fold,45,5.36667,0.37926,1.50884,1
26,7.857,4,0.02,NDR-fold,46,5.48333,0.37702,1.51683,1
26,7.857,4,0.02,NDR-fold,47,5.6,0.374821,1.52475,1
26,7.857,4,0.02,NDR-fold,48,5.71667,0.372664,1.5326,1
26,7.857,4,0.02,NDR-fold,49,5.83333,0.370547,1.54038,1
26,7.857,4,0.02,NDR-fold,50,5.95,0.368469,1.5481,1
26,7.857,4,0.02,NDR-fold,51,6.06667,0.36643,1.55575,1
26,7.857,4,0.02,NDR-fold,52,6.18333,0.364427,1.56334,1
26,7.857,4,0.02,NDR-fold,53,6.3,0.362461,1.57088,1
26,7.857,4,0.02,NDR-fold,54,6.41667,0.360531,1.57835,1
26,7.857,4,0.02,NDR-fold,55,6.53333,0.358635,1.58577,1
26,7.857,4,0.02,NDR-fold,56,6.65,0.356774,1.59314,1
