combo,EA,HSINK,KAPPA,regime,step,J,V,Tmax,converged
38,17.57,8,0.02,NDR-fold,58,6.88333,0.264606,1.22767,1
38,17.57,8,0.02,NDR-fold,59,7,0.262595,1.22977,1
39,20,8,0.02,NDR-fold,0,0.116667,0.112894,1.00165,1
39,20,8,0.02,NDR-fold,1,0.233333,0.206949,1.00604,1
39,20,8,0.02,NDR-fold,2,0.35,0.275757,1.01206,1
39,20,8,0.02,NDR-fold,3,0.466667,0.32255,1.01882,1
39,20,8,0.02,NDR-fold,4,0.583333,0.353099,1.02575,1
39,20,8,0.02,NDR-fold,5,0.7,0.372395,1.03258,1
39,20,8,0.02,NDR-fold,6,0.816667,0.384036,1.0392,1
39,20,8,0.02,NDR-fold,7,0.933333,0.390472,1.04556,1
39,20,8,0.02,NDR-fold,8,1.05,0.393348,1.05163,1
39,20,8,0.02,NDR-fold,9,1.16667,0.393773,1.05743,1
39,20,8,0.02,NDR-fold,10,1.28333,0.3925,1.06296,1
39,20,8,0.02,NDR-fold,11,1.4,0.390052,1.06826,1
39,20,8,0.02,NDR-fold,12,1.51667,0.386791,1.07333,1
39,20,8,0.02,NDR-fold,13,1.63333,0.382975,1.07819,1
39,20,8,0.02,NDR-fold,14,1.75,0.378789,1.08286,1
39,20,8,0.02,NDR-fold,15,1.86667,0.374363,1.08735,1
39,20,8,0.02,NDR-fold,16,1.98333,0.369795,1.09168,1
39,20,8,0.02,NDR-fold,17,2.1,0.365154,1.09585,1
39,20,8,0.02,NDR-fold,18,2.21667,0.36049,1.09989,1
39,20,8,0.02,NDR-fold,19,2.33333,0.355842,1.10379,1
39,20,8,0.02,NDR-fold,20,2.45,0.351236,1.10757,1
39,20,8,0.02,NDR-fold,21,2.56667,0.346691,1.11123,1
39,20,8,0.02,NDR-fold,22,2.68333,0.342222,1.11479,1
39,20,8,0.02,NDR-fold,23,2.8,0.337838,1.11824,1
39,20,8,0.02,NDR-fold,24,2.91667,0.333546,1.12161,1
39,20,8,0.02,NDR-fold,25,3.03333,0.329349,1.12488,1
39,20,8,0.02,NDR-fold,26,3.15,0.32525,1.12807,1
39,20,8,0.02,NDR-fold,27,3.26667,0.32125,1.13118,1
39,20,8,0.02,NDR-fold,28,3.38333,0.317349,1.13421,1
39,20,8,0.02,NDR-fold,29,3.5,0.313545,1.13718,1
39,20,8,0.02,NDR-fold,30,3.61667,0.309838,1.14007,1
39,20,8,0.02,NDR-fold,31,3.73333,0.306225,1.14291,1
39,20,8,0.02,NDR-fold,32,3.85,0.302705,1.14568,1
39,20,8,0.02,NDR-fold,33,3.96667,0.299275,1.14839,1
39,20,8,0.02,NDR-fold,34,4.08333,0.295932,1.15105,1
39,20,8,0.02,NDR-fold,35,4.2,0.292674,1.15365,1
39,20,8,0.02,NDR-fold,36,4.31667,0.289499,1.15621,1
39,20,8,0.02,NDR-fold,37,4.43333,0.286404,1.15872,1
39,20,8,0.02,NDR-fold,38,4.55,0.283385,1.16118,1
39,20,8,0.02,NDR-fold,39,4.66667,0.280442,1.16359,1
39,20,8,0.02,NDR-fold,40,4.78333,0.277571,1.16596,1
39,20,8,0.02,NDR-fold,41,4.9,0.27477,1.1683,1
39,20,8,0.02,NDR-fold,42,5.01667,0.272036,1.17059,1
39,20,8,0.02,NDR-fold,43,5.13333,0.269367,1.17284,1
39,20,8,0.02,NDR-fold,44,5.25,0.266762,1.17506,1
39,20,8,0.02,NDR-fold,45,5.36667,0.264217,1.17725,1
39,20,8,0.02,NDR-fold,46,5.48333,0.261731,1.17939,1
39,20,8,0.02,NDR-fold,47,5.6,0.259302,1.18151,1
39,20,8,0.02,NDR-fold,48,5.71667,0.256928,1.1836,1
39,20,8,0.02,NDR-fold,49,5.83333,0.254607,1.18565,1
39,20,8,0.02,NDR-fold,50,5.95,0.252337,1.18768,1
39,20,8,0.02,NDR-fold,51,6.06667,0.250116,1.18967,1
39,20,8,0.02,NDR-fold,52,6.18333,0.247944,1.19164,1
39,20,8,0.02,NDR-fold,53,6.3,0.245818,1.19358,1
39,20,8,0.02,NDR-fold,54,6.41667,0.243737,1.1955,1
39,20,8,0.02,NDR-fold,55,6.53333,0.2417,1.19739,1
39,20,8,0.02,NDR-fold,56,6.65,0.239704,1.19925,1
39,20,8,0.02,NDR-fold,57,6.76667,0.237749,1.2011,1
39,20,8,0.02,NDR-fold,58,6.88333,0.235834,1.20292,1
39,20,8,0.02,NDR-fold,59,7,0.233957,1.20471,1
40,3,0.5,0.08,monotone,0,0.116667,0.108348,1.02528,1
40,3,0.5,0.08,monotone,1,0.233333,0.184046,1.08589,1
40,3,0.5,0.08,monotone,2,0.35,0.23065,1.16145,1
40,3,0.5,0.08,monotone,3,0.466667,0.25984,1.24252,1
40,3,0.5,0.08,monotone,4,0.583333,0.279151,1.32568,1
40,3,0.5,0.08,monotone,5,0.7,0.292686,1.40976,1
40,3,0.5,0.08,monotone,6,0.816667,0.302695,1.4944,1
40,3,0.5,0.08,monotone,7,0.933333,0.310462,1.57953,1
40,3,0.5,0.08,monotone,8,1.05,0.316758,1.66519,1
40,3,0.5,0.08,monotone,9,1.16667,0.322062,1.75148,1
40,3,0.5,0.08,monotone,10,1.28333,0.326684,1.83849,1
40,3,0.5,0.08,monotone,11,1.4,0.330829,1.92632,1
40,3,0.5,0.08,monotone,12,1.51667,0.334639,2.01507,1
40,3,0.5,0.08,monotone,13,1.63333,0.338212,2.10483,1
40,3,0.5,0.08,monotone,14,1.75,0.34162,2.19567,1
40,3,0.5,0.08,monotone,15,1.86667,0.344911,2.28767,1
40,3,0.5,0.08,monotone,16,1.98333,0.348126,2.3809,1
40,3,0.5,0.08,monotone,17,2.1,0.351289,2.47542,1
40,3,0.5,0.08,monotone,18,2.21667,0.354424,2.57128,1
40,3,0.5,0.08,monotone,19,2.33333,0.357545,2.66854,1
40,3,0.5,0.08,monotone,20,2.45,0.360665,2.76726,1
40,3,0.5,0.08,monotone,21,2.56667,0.363792,2.86747,1
40,3,0.5,0.08,monotone,22,2.68333,0.366934,2.96921,1
40,3,0.5,0.08,monotone,23,2.8,0.370097,3.07254,1
40,3,0.5,0.08,monotone,24,2.91667,0.373284,3.17749,1
40,3,0.5,0.08,monotone,25,3.03333,0.376498,3.28409,1
40,3,0.5,0.08,monotone,26,3.15,0.379742,3.39238,1
40,3,0.5,0.08,monotone,27,3.26667,0.383019,3.50239,1
40,3,0.5,0.08,monotone,28,3.38333,0.386328,3.61415,1
40,3,0.5,0.08,monotone,29,3.5,0.389671,3.7277,1
40,3,0.5,0.08,monotone,30,3.61667,0.39305,3.84306,1
40,3,0.5,0.08,monotone,31,3.73333,0.396463,3.96026,1
40,3,0.5,0.08,monotone,32,3.85,0.399912,4.07932,1
40,3,0.5,0.08,monotone,33,3.96667,0.403396,4.20028,1
40,3,0.5,0.08,monotone,34,4.08333,0.406916,4.32315,1
40,3,0.5,0.08,monotone,35,4.2,0.410471,4.44796,1
40,3,0.5,0.08,monotone,36,4.31667,0.414062,4.57473,1
40,3,0.5,0.08,monotone,37,4.43333,0.417687,4.70349,1
40,3,0.5,0.08,monotone,38,4.55,0.421346,4.83425,1
40,3,0.5,0.08,monotone,39,4.66667,0.42504,4.96704,1
40,3,0.5,0.08,monotone,40,4.78333,0.428767,5.10187,1
40,3,0.5,0.08,monotone,41,4.9,0.432527,5.23876,1
40,3,0.5,0.08,monotone,42,5.01667,0.43632,5.37774,1
40,3,0.5,0.08,monotone,43,5.13333,0.440145,5.51882,1
40,3,0.5,0.08,monotone,44,5.25,0.444002,5.66202,1
40,3,0.5,0.08,monotone,45,5.36667,0.44789,5.80736,1
40,3,0.5,0.08,monotone,46,5.48333,0.451809,5.95484,1
40,3,0.5,0.08,monotone,47,5.6,0.455758,6.10449,1
40,3,0.5,0.08,monotone,48,5.71667,0.459737,6.25633,1
40,3,0.5,0.08,monotone,49,5.83333,0.463746,6.41036,1
40,3,0.5,0.08,monotone,50,5.95,0.467782,6.56661,1
40,3,0.5,0.08,monotone,51,6.06667,0.471847,6.72508,1
40,3,0.5,0.08,monotone,52,6.18333,0.47594,6.88579,1
40,3,0.5,0.08,monotone,53,6.3,0.48006,7.04876,1
40,3,0.5,0.08,monotone,54,6.41667,0.484207,7.21399,1
40,3,0.5,0.08,monotone,55,6.53333,0.48838,7.3815,1
40,3,0.5,0.08,monotone,56,6.65,0.492579,7.5513,1
40,3,0.5,0.08,monotone,57,6.76667,0.496803,7.7234,1
40,3,0.5,0.08,monotone,58,6.88333,0.501052,7.89782,1
40,3,0.5,0.08,monotone,59,7,0.505326,8.07456,1
41,5.429,0.5,0.08,NDR-fold,0,0.116667,0.102743,1.02397,1
41,5.429,0.5,0.08,NDR-fold,1,0.233333,0.160015,1.07467,1
41,5.429,0.5,0.08,NDR-fold,2,0.35,0.186817,1.13077,1
41,5.429,0.5,0.08,NDR-fold,3,0.466667,0.199229,1.18595,1
41,5.429,0.5,0.08,NDR-fold,4,0.583333,0.204778,1.23891,1
41,5.429,0.5,0.08,NDR-fold,5,0.7,0.206855,1.2896,1
41,5.429,0.5,0.08,NDR-fold,6,0.816667,0.207089,1.33824,1
41,5.429,0.5,0.08,NDR-fold,7,0.933333,0.206314,1.38512,1
41,5.429,0.5,0.08,NDR-fold,8,1.05,0.204985,1.43047,1
41,5.429,0.5,0.08,NDR-fold,9,1.16667,0.203358,1.4745,1
41,5.429,0.5,0.08,NDR-fold,10,1.28333,0.201583,1.5174,1
41,5.429,0.5,0.08,NDR-fold,11,1.4,0.19975,1.5593,1
41,5.429,0.5,0.08,NDR-fold,12,1.51667,0.197914,1.60034,1
41,5.429,0.5,0.08,NDR-fold,13,1.63333,0.196108,1.64062,1
41,5.429,0.5,0.08,NDR-fold,14,1.75,0.19435,1.68022,1
41,5.429,0.5,0.08,NDR-fold,15,1.86667,0.192652,1.71924,1
41,5.429,0.5,0.08,NDR-fold,16,1.98333,0.191021,1.75772,1
41,5.429,0.5,0.08,NDR-fold,17,2.1,0.189459,1.79573,1
41,5.429,0.5,0.08,NDR-fold,18,2.21667,0.187966,1.83331,1
41,5.429,0.5,0.08,NDR-fold,19,2.33333,0.186541,1.87052,1
41,5.429,0.5,0.08,NDR-fold,20,2.45,0.185182,1.90739,1
41,5.429,0.5,0.08,NDR-fold,21,2.56667,0.183888,1.94396,1
41,5.429,0.5,0.08,NDR-fold,22,2.68333,0.182655,1.98025,1
41,5.429,0.5,0.08,NDR-fold,23,2.8,0.181481,2.0163,1
41,5.429,0.5,0.08,NDR-fold,24,2.91667,0.180363,2.05212,1
41,5.429,0.5,0.08,NDR-fold,25,3.03333,0.179299,2.08775,1
41,5.429,0.5,0.08,NDR-fold,26,3.15,0.178285,2.12319,1
41,5.429,0.5,0.08,NDR-fold,27,3.26667,0.177319,2.15848,1
41,5.429,0.5,0.08,NDR-fold,28,3.38333,0.176398,2.19363,1
41,5.429,0.5,0.08,NDR-fold,29,3.5,0.175521,2.22865,1
41,5.429,0.5,0.08,NDR-fold,30,3.61667,0.174685,2.26356,1
41,5.429,0.5,0.08,NDR-fold,31,3.73333,0.173888,2.29837,1
41,5.429,0.5,0.08,NDR-fold,32,3.85,0.173128,2.33309,1
41,5.429,0.5,0.08,NDR-fold,33,3.96667,0.172404,2.36773,1
41,5.429,0.5,0.08,NDR-fold,34,4.08333,0.171712,2.40232,1
41,5.429,0.5,0.08,NDR-fold,35,4.2,0.171053,2.43684,1
41,5.429,0.5,0.08,NDR-fold,36,4.31667,0.170424,2.47133,1
41,5.429,0.5,0.08,NDR-fold,37,4.43333,0.169824,2.50577,1
41,5.429,0.5,0.08,NDR-fold,38,4.55,0.169251,2.54019,1
41,5.429,0.5,0.08,NDR-fold,39,4.66667,0.168705,2.57458,1
41,5.429,0.5,0.08,NDR-fold,40,4.78333,0.168184,2.60896,1
41,5.429,0.5,0.08,NDR-fold,41,4.9,0.167687,2.64334,1
41,5.429,0.5,0.08,NDR-fold,42,5.01667,0.167213,2.67771,1
41,5.429,0.5,0.08,NDR-fold,43,5.13333,0.166761,2.71208,1
41,5.429,0.5,0.08,NDR-fold,44,5.25,0.16633,2.74647,1
41,5.429,0.5,0.08,NDR-fold,45,5.36667,0.16592,2.78087,1
41,5.429,0.5,0.08,NDR-fold,46,5.48333,0.165528,2.81529,1
41,5.429,0.5,0.08,NDR-fold,47,5.6,0.165155,2.84974,1
41,5.429,0.5,0.08,NDR-fold,48,5.71667,0.1648,2.88422,1
41,5.429,0.5,0.08,NDR-fold,49,5.83333,0.164462,2.91873,1
41,5.429,0.5,0.08,NDR-fold,50,5.95,0.164141,2.95328,1
41,5.429,0.5,0.08,NDR-fold,51,6.06667,0.163835,2.98787,1
41,5.429,0.5,0.08,NDR-fold,52,6.18333,0.163545,3.02251,1
41,5.429,0.5,0.08,NDR-fold,53,6.3,0.16327,3.0572,1
41,5.429,0.5,0.08,NDR-fold,54,6.41667,0.163008,3.09194,1
41,5.429,0.5,0.08,NDR-fold,55,6.53333,0.16276,3.12674,1
41,5.429,0.5,0.08,NDR-fold,56,6.65,0.162526,3.16159,1
41,5.429,0.5,0.08,NDR-fold,57,6.76667,0.162304,3.19651,1
41,5.429,0.5,0.08,NDR-fold,58,6.88333,0.162094,3.2315,1
41,5.429,0.5,0.08,NDR-fold,59,7,0.161897,3.26655,1
42,7.857,0.5,0.08,NDR-fold,0,0.116667,0.0978916,1.02284,1
42,7.857,0.5,0.08,NDR-fold,1,0.233333,0.142813,1.06665,1
42,7.857,0.5,0.08,NDR-fold,2,0.35,0.159197,1.11144,1
42,7.857,0.5,0.08,NDR-fold,3,0.466667,0.164235,1.15329,1
42,7.857,0.5,0.08,NDR-fold,4,0.583333,0.164558,1.19198,1
42,7.857,0.5,0.08,NDR-fold,5,0.7,0.162812,1.22794,1
42,7.857,0.5,0.08,NDR-fold,6,0.816667,0.16015,1.26158,1
42,7.857,0.5,0.08,NDR-fold,7,0.933333,0.157115,1.29328,1
42,7.857,0.5,0.08,NDR-fold,8,1.05,0.153971,1.32334,1
42,7.857,0.5,0.08,NDR-fold,9,1.16667,0.150853,1.35199,1
42,7.857,0.5,0.08,NDR-fold,10,1.28333,0.147827,1.37942,1
42,7.857,0.5,0.08,NDR-fold,11,1.4,0.144925,1.40579,1
42,7.857,0.5,0.08,NDR-fold,12,1.51667,0.14216,1.43122,1
42,7.857,0.5,0.08,NDR-fold,13,1.63333,0.139535,1.45581,1
42,7.857,0.5,0.08,NDR-fold,14,1.75,0.137046,1.47966,1
42,7.857,0.5,0.08,NDR-fold,15,1.86667,0.134689,1.50284,1
42,7.857,0.5,0.08,NDR-fold,16,1.98333,0.132455,1.52541,1
42,7.857,0.5,0.08,NDR-fold,17,2.1,0.130338,1.54742,1
42,7.857,0.5,0.08,NDR-fold,18,2.21667,0.128329,1.56892,1
42,7.857,0.5,0.08,NDR-fold,19,2.33333,0.126421,1.58997,1
42,7.857,0.5,0.08,NDR-fold,20,2.45,0.124607,1.61058,1
42,7.857,0.5,0.08,NDR-fold,21,2.56667,0.122881,1.63079,1
42,7.857,0.5,0.08,NDR-fold,22,2.68333,0.121236,1.65064,1
42,7.857,0.5,0.08,NDR-fold,23,2.8,0.119668,1.67014,1
42,7.857,0.5,0.08,NDR-fold,24,2.91667,0.118169,1.68932,1
42,7.857,0.5,0.08,NDR-fold,25,3.03333,0.116737,1.7082,1
42,7.857,0.5,0.08,NDR-fold,26,3.15,0.115366,1.72681,1
42,7.857,0.5,0.08,NDR-fold,27,3.26667,0.114053,1.74515,1
42,7.857,0.5,0.08,NDR-fold,28,3.38333,0.112794,1.76324,1
42,7.857,0.5,0.08,NDR-fold,29,3.5,0.111585,1.7811,1
42,7.857,0.5,0.08,NDR-fold,30,3.61667,0.110424,1.79873,1
42,7.857,0.5,0.08,NDR-fold,31,3.73333,0.109307,1.81616,1
42,7.857,0.5,0.08,NDR-fold,32,3.85,0.108232,1.83339,1
42,7.857,0.5,0.08,NDR-fold,33,3.96667,0.107197,1.85043,1
42,7.857,0.5,0.08,NDR-fold,34,4.08333,0.106198,1.86729,1
42,7.857,0.5,0.08,NDR-fold,35,4.2,0.105236,1.88398,1
42,7.857,0.5,0.08,NDR-fold,36,4.31667,0.104306,1.90051,1
42,7.857,0.5,0.08,NDR-fold,37,4.43333,0.103408,1.91688,1
42,7.857,0.5,0.08,NDR-fold,38,4.55,0.10254,1.93311,1
42,7.857,0.5,0.08,NDR-fold,39,4.66667,0.1017,1.9492,1
42,7.857,0.5,0.08,NDR-fold,40,4.78333,0.100886,1.96515,1
42,7.857,0.5,0.08,NDR-fold,41,4.9,0.100099,1.98097,1
42,7.857,0.5,0.08,NDR-fold,42,5.01667,0.0993357,1.99667,1
42,7.857,0.5,0.08,NDR-fold,43,5.13333,0.0985956,2.01225,1
42,7.857,0.5,0.08,NDR-fold,44,5.25,0.0978776,2.02771,1
42,7.857,0.5,0.08,NDR-fold,45,5.36667,0.0971805,2.04307,1
42,7.857,0.5,0.08,NDR-fold,46,5.48333,0.0965036,2.05832,1
42,7.857,0.5,0.08,NDR-fold,47,5.6,0.0958459,2.07347,1
42,7.857,0.5,0.08,NDR-fold,48,5.71667,0.0952065,2.08853,1
42,7.857,0.5,0.08,NDR-fold,49,5.83333,0.0945846,2.10349,1
42,7.857,0.5,0.08,NDR-fold,50,5.95,0.0939796,2.11836,1
42,7.857,0.5,0.08,NDR-fold,51,6.06667,0.0933907,2.13314,1
42,7.857,0.5,0.08,NDR-fold,52,6.18333,0.0928172,2.14784,1
42,7.857,0.5,0.08,NDR-fold,53,6.3,0.0922585,2.16246,1
42,7.857,0.5,0.08,NDR-fold,54,6.41667,0.0917141,2.177,1
42,7.857,0.5,0.08,NDR-fold,55,6.53333,0.0911833,2.19146,1
42,7.857,0.5,0.08,NDR-fold,56,6.65,0.0906657,2.20585,1
42,7.857,0.5,0.08,NDR-fold,57,6.76667,0.0901608,2.22018,1
42,7.857,0.5,0.08,NDR-fold,58,6.88333,0.089668,2.23443,1
42,7.857,0.5,0.08,NDR-fold,59,7,0.0891869,2.24862,1
43,10.29,0.5,0.08,NDR-fold,0,0.116667,0.0936348,1.02185,1
43,10.29,0.5,0.08,NDR-fold,1,0.233333,0.129718,1.06054,1
43,10.29,0.5,0.08,NDR-fold,2,0.35,0.139867,1.09791,1
43,10.29,0.5,0.08,NDR-fold,3,0.466667,0.141046,1.13164,1
43,10.29,0.5,0.08,NDR-fold,4,0.583333,0.13894,1.1621,1
43,10.29,0.5,0.08,NDR-fold,5,0.7,0.135616,1.18986,1
43,10.29,0.5,0.08,NDR-fold,6,0.816667,0.131902,1.21544,1
43,10.29,0.5,0.08,NDR-fold,7,0.933333,0.128152,1.23922,1
43,10.29,0.5,0.08,NDR-fold,8,1.05,0.124519,1.26149,1
43,10.29,0.5,0.08,NDR-fold,9,1.16667,0.121065,1.28249,1
43,10.29,0.5,0.08,NDR-fold,10,1.28333,0.117813,1.30239,1
43,10.29,0.5,0.08,NDR-fold,11,1.4,0.114762,1.32133,1
43,10.29,0.5,0.08,NDR-fold,12,1.51667,0.111905,1.33944,1
43,10.29,0.5,0.08,NDR-fold,13,1.63333,0.109229,1.35681,1
43,10.29,0.5,0.08,NDR-fold,14,1.75,0.106721,1.37352,1
43,10.29,0.5,0.08,NDR-fold,15,1.86667,0.104367,1.38964,1
43,10.29,0.5,0.08,NDR-fold,16,1.98333,0.102155,1.40522,1
43,10.29,0.5,0.08,NDR-fold,17,2.1,0.100072,1.4203,1
43,10.29,0.5,0.08,NDR-fold,18,2.21667,0.0981078,1.43494,1
43,10.29,0.5,0.08,NDR-fold,19,2.33333,0.096252,1.44918,1
43,10.29,0.5,0.08,NDR-fold,20,2.45,0.0944957,1.46303,1
43,10.29,0.5,0.08,NDR-fold,21,2.56667,0.0928309,1.47653,1
43,10.29,0.5,0.08,NDR-fold,22,2.68333,0.0912504,1.48971,1
43,10.29,0.5,0.08,NDR-fold,23,2.8,0.0897475,1.50259,1
43,10.29,0.5,0.08,NDR-fold,24,2.91667,0.0883165,1.51518,1
43,10.29,0.5,0.08,NDR-fold,25,3.03333,0.086952,1.52751,1
43,10.29,0.5,0.08,NDR-fold,26,3.15,0.0856491,1.53959,1
43,10.29,0.5,0.08,NDR-fold,27,3.26667,0.0844036,1.55144,1
43,10.29,0.5,0.08,NDR-fold,28,3.38333,0.0832114,1.56306,1
43,10.29,0.5,0.08,NDR-fold,29,3.5,0.082069,1.57448,1
43,10.29,0.5,0.08,NDR-fold,30,3.61667,0.0809731,1.58571,1
43,10.29,0.5,0.08,NDR-fold,31,3.73333,0.0799207,1.59674,1
43,10.29,0.5,0.08,NDR-fold,32,3.85,0.078909,1.6076,1
43,10.29,0.5,0.08,NDR-fold,33,3.96667,0.0779357,1.61829,1
43,10.29,0.5,0.08,NDR-fold,34,4.08333,0.0769983,1.62882,1
43,10.29,0.5,0.08,NDR-fold,35,4.2,0.0760947,1.6392,1
43,10.29,0.5,0.08,NDR-fold,36,4.31667,0.0752231,1.64943,1
43,10.29,0.5,0.08,NDR-fold,37,4.43333,0.0743816,1.65952,1
43,10.29,0.5,0.08,NDR-fold,38,4.55,0.0735686,1.66947,1
43,10.29,0.5,0.08,NDR-fold,39,4.66667,0.0727825,1.6793,1
43,10.29,0.5,0.08,NDR-fold,40,4.78333,0.0720219,1.68901,1
43,10.29,0.5,0.08,NDR-fold,41,4.9,0.0712855,1.6986,1
43,10.29,0.5,0.08,NDR-fold,42,5.01667,0.070572,1.70807,1
43,10.29,0.5,0.08,NDR-fold,43,5.13333,0.0698803,1.71744,1
43,10.29,0.5,0.08,NDR-fold,44,5.25,0.0692094,1.7267,1
43,10.29,0.5,0.08,NDR-fold,45,5.36667,0.0685582,1.73586,1
43,10.29,0.5,0.08,NDR-fold,46,5.48333,0.0679258,1.74492,1
43,10.29,0.5,0.08,NDR-fold,47,5.6,0.0673114,1.75389,1
43,10.29,0.5,0.08,NDR-fold,48,5.71667,0.0667141,1.76276,1
43,10.29,0.5,0.08,NDR-fold,49,5.83333,0.0661332,1.77155,1
43,10.29,0.5,0.08,NDR-fold,50,5.95,0.0655679,1.78026,1
43,10.29,0.5,0.08,NDR-fold,51,6.06667,0.0650176,1.78888,1
43,10.29,0.5,0.08,NDR-fold,52,6.18333,0.0644816,1.79742,1
43,10.29,0.5,0.08,NDR-fold,53,6.3,0.0639593,1.80589,1
43,10.29,0.5,0.08,NDR-fold,54,6.41667,0.0634502,1.81428,1
43,10.29,0.5,0.08,NDR-fold,55,6.53333,0.0629538,1.8226,1
43,10.29,0.5,0.08,NDR-fold,56,6.65,0.0624694,1.83084,1
43,10.29,0.5,0.08,NDR-fold,57,6.76667,0.0619968,1.83902,1
43,10.29,0.5,0.08,NDR-fold,58,6.88333,0.0615353,1.84714,1
43,10.29,0.5,0.08,NDR-fold,59,7,0.0610846,1.85518,1
44,12.71,0.5,0.08,NDR-fold,0,0.116667,0.089857,1.02097,1
44,12.71,0.5,0.08,NDR-fold,1,0.233333,0.119323,1.05568,1
44,12.71,0.5,0.08,NDR-fold,2,0.35,0.125428,1.0878,1
44,12.71,0.5,0.08,NDR-fold,3,0.466667,0.12437,1.11608,1
44,12.71,0.5,0.08,NDR-fold,4,0.583333,0.121008,1.14118,1
44,12.71,0.5,0.08,NDR-fold,5,0.7,0.116973,1.16376,1
44,12.71,0.5,0.08,NDR-fold,6,0.816667,0.112866,1.18435,1
44,12.71,0.5,0.08,NDR-fold,7,0.933333,0.108916,1.20331,1
44,12.71,0.5,0.08,NDR-fold,8,1.05,0.105203,1.22093,1
44,12.71,0.5,0.08,NDR-fold,9,1.16667,0.101749,1.23741,1
44,12.71,0.5,0.08,NDR-fold,10,1.28333,0.0985464,1.25294,1
44,12.71,0.5,0.08,NDR-fold,11,1.4,0.0955797,1.26762,1
44,12.71,0.5,0.08,NDR-fold,12,1.51667,0.0928291,1.28158,1
44,12.71,0.5,0.08,NDR-fold,13,1.63333,0.0902746,1.2949,1
44,12.71,0.5,0.08,NDR-fold,14,1.75,0.087897,1.30764,1
44,12.71,0.5,0.08,NDR-fold,15,1.86667,0.0856793,1.31987,1
44,12.71,0.5,0.08,NDR-fold,16,1.98333,0.0836058,1.33164,1
44,12.71,0.5,0.08,NDR-fold,17,2.1,0.0816628,1.34298,1
44,12.71,0.5,0.08,NDR-fold,18,2.21667,0.079838,1.35395,1
44,12.71,0.5,0.08,NDR-fold,19,2.33333,0.0781204,1.36456,1
44,12.71,0.5,0.08,NDR-fold,20,2.45,0.0765006,1.37485,1
44,12.71,0.5,0.08,NDR-fold,21,2.56667,0.07497,1.38485,1
44,12.71,0.5,0.08,NDR-fold,22,2.68333,0.073521,1.39456,1
44,12.71,0.5,0.08,NDR-fold,23,2.8,0.0721469,1.40402,1
44,12.71,0.5,0.08,NDR-fold,24,2.91667,0.0708416,1.41324,1
44,12.71,0.5,0.08,NDR-fold,25,3.03333,0.0695998,1.42224,1
44,12.71,0.5,0.08,NDR-fold,26,3.15,0.0684166,1.43102,1
44,12.71,0.5,0.08,NDR-fold,27,3.26667,0.0672877,1.43961,1
44,12.71,0.5,0.08,NDR-fold,28,3.38333,0.0662092,1.44802,1
44,12.71,0.5,0.08,NDR-fold,29,3.5,0.0651776,1.45624,1
44,12.71,0.5,0.08,NDR-fold,30,3.61667,0.0641895,1.4643,1
44,12.71,0.5,0.08,NDR-fold,31,3.73333,0.0632422,1.47221,1
44,12.71,0.5,0.08,NDR-fold,32,3.85,0.0623329,1.47996,1
44,12.71,0.5,0.08,NDR-fold,33,3.96667,0.0614592,1.48758,1
44,12.71,0.5,0.08,NDR-fold,34,4.08333,0.060619,1.49506,1
44,12.71,0.5,0.08,NDR-fold,35,4.2,0.0598101,1.50241,1
44,12.71,0.5,0.08,NDR-fold,36,4.31667,0.0590308,1.50963,1
44,12.71,0.5,0.08,NDR-fold,37,4.43333,0.0582793,1.51674,1
44,12.71,0.5,0.08,NDR-fold,38,4.55,0.0575539,1.52374,1
44,12.71,0.5,0.08,NDR-fold,39,4.66667,0.0568534,1.53063,1
44,12.71,0.5,0.08,NDR-fold,40,4.78333,0.0561763,1.53742,1
44,12.71,0.5,0.08,NDR-fold,41,4.9,0.0555213,1.54411,1
44,12.71,0.5,0.08,NDR-fold,42,5.01667,0.0548873,1.5507,1
44,12.71,0.5,0.08,NDR-fold,43,5.13333,0.0542733,1.55721,1
44,12.71,0.5,0.08,NDR-fold,44,5.25,0.0536782,1.56362,1
44,12.71,0.5,0.08,NDR-fold,45,5.36667,0.0531011,1.56995,1
44,12.71,0.5,0.08,NDR-fold,46,5.48333,0.0525411,1.5762,1
44,12.71,0.5,0.08,NDR-fold,47,5.6,0.0519974,1.58237,1
44,12.71,0.5,0.08,NDR-fold,48,5.71667,0.0514693,1.58847,1
44,12.71,0.5,0.08,NDR-fold,49,5.83333,0.050956,1.59449,1
44,12.71,0.5,0.08,NDR-fold,50,5.95,0.0504569,1.60044,1
44,12.71,0.5,0.08,NDR-fold,51,6.06667,0.0499713,1.60632,1
44,12.71,0.5,0.08,NDR-fold,52,6.18333,0.0494987,1.61213,1
44,12.71,0.5,0.08,NDR-fold,53,6.3,0.0490385,1.61788,1
44,12.71,0.5,0.08,NDR-fold,54,6.41667,0.0485901,1.62357,1
44,12.71,0.5,0.08,NDR-fold,55,6.53333,0.0481532,1.6292,1
44,12.71,0.5,0.08,NDR-fold,56,6.65,0.0477271,1.63477,1
44,12.71,0.5,0.08,NDR-fold,57,6.76667,0.0473115,1.64028,1
44,12.71,0.5,0.08,NDR-fold,58,6.88333,0.046906,1.64574,1
44,12.71,0.5,0.08,NDR-fold,59,7,0.0465102,1.65114,1
45,15.14,0.5,0.08,NDR-fold,0,0.116667,0.0864726,1.02018,1
